# Epoch 25, Stage 25x25, TotalSamples=10
# Column mapping: sample_idx=SampleID | sample_type=Pos/Neg | fruit_type=Input | gt_label=Code | pred_prob/pred_label=Model
sample_idx,sample_type,y,x,fruit_type,gt_label,pred_prob,pred_label
0,positive,0,0,0,0,0.000000,0
0,positive,0,1,2,0,0.000000,0
0,positive,0,2,2,0,0.000000,0
0,positive,0,3,2,0,0.000000,0
0,positive,0,4,2,0,0.000000,0
0,positive,0,5,0,0,0.000000,0
0,positive,0,6,2,0,0.000000,0
0,positive,0,7,2,0,0.000000,0
0,positive,0,8,2,0,0.000000,0
0,positive,0,9,2,0,0.000000,0
0,positive,0,10,2,0,0.000000,0
0,positive,0,11,0,0,0.000000,0
0,positive,0,12,2,0,0.000000,0
0,positive,0,13,2,0,0.000000,0
0,positive,0,14,2,0,0.000000,0
0,positive,0,15,0,0,0.000000,0
0,positive,0,16,2,0,0.000000,0
0,positive,0,17,2,0,0.000000,0
0,positive,0,18,2,0,0.000000,0
0,positive,0,19,2,0,0.000000,0
0,positive,0,20,2,0,0.000000,0
0,positive,0,21,2,0,0.000000,0
0,positive,0,22,2,0,0.000000,0
0,positive,0,23,2,0,0.000000,0
0,positive,0,24,2,0,0.000000,0
0,positive,1,0,2,0,0.000000,0
0,positive,1,1,2,0,0.000000,0
0,positive,1,2,0,0,0.000000,0
0,positive,1,3,2,0,0.000000,0
0,positive,1,4,2,0,0.000000,0
0,positive,1,5,2,0,0.000000,0
0,positive,1,6,2,1,1.000000,1
0,positive,1,7,2,0,0.000000,0
0,positive,1,8,2,0,0.000000,0
0,positive,1,9,0,0,0.000000,0
0,positive,1,10,2,0,0.000000,0
0,positive,1,11,2,0,0.000000,0
0,positive,1,12,2,0,0.000000,0
0,positive,1,13,2,0,0.000000,0
0,positive,1,14,2,0,0.000000,0
0,positive,1,15,2,0,0.000000,0
0,positive,1,16,2,0,0.000000,0
0,positive,1,17,2,0,0.000000,0
0,positive,1,18,2,0,0.000000,0
0,positive,1,19,2,0,0.000000,0
0,positive,1,20,2,0,0.000000,0
0,positive,1,21,2,0,0.000000,0
0,positive,1,22,2,0,0.000000,0
0,positive,1,23,0,0,0.000000,0
0,positive,1,24,2,0,0.000000,0
0,positive,2,0,0,0,0.000000,0
0,positive,2,1,2,0,0.000000,0
0,positive,2,2,0,0,0.000000,0
0,positive,2,3,2,0,0.000000,0
0,positive,2,4,2,0,0.000000,0
0,positive,2,5,2,0,0.000000,0
0,positive,2,6,2,1,1.000000,1
0,positive,2,7,2,0,0.000000,0
0,positive,2,8,2,0,0.000000,0
0,positive,2,9,0,0,0.000000,0
0,positive,2,10,2,0,0.000000,0
0,positive,2,11,2,0,0.000000,0
0,positive,2,12,2,1,1.000000,1
0,positive,2,13,2,0,0.000000,0
0,positive,2,14,2,0,0.000000,0
0,positive,2,15,0,0,0.000000,0
0,positive,2,16,2,0,0.000000,0
0,positive,2,17,0,0,0.000000,0
0,positive,2,18,2,0,0.000000,0
0,positive,2,19,2,0,0.000000,0
0,positive,2,20,0,0,0.000000,0
0,positive,2,21,2,0,0.000000,0
0,positive,2,22,2,0,0.000000,0
0,positive,2,23,2,0,0.000000,0
0,positive,2,24,2,0,0.000000,0
0,positive,3,0,2,0,0.000000,0
0,positive,3,1,2,0,0.000000,0
0,positive,3,2,2,0,0.000000,0
0,positive,3,3,2,0,0.000000,0
0,positive,3,4,2,0,0.000000,0
0,positive,3,5,2,0,0.000000,0
0,positive,3,6,2,1,1.000000,1
0,positive,3,7,2,0,0.000000,0
0,positive,3,8,2,0,0.000000,0
0,positive,3,9,2,0,0.000000,0
0,positive,3,10,2,0,0.000000,0
0,positive,3,11,0,0,0.000000,0
0,positive,3,12,2,1,1.000000,1
0,positive,3,13,2,0,0.000000,0
0,positive,3,14,2,0,0.000000,0
0,positive,3,15,2,0,0.000000,0
0,positive,3,16,0,0,0.000000,0
0,positive,3,17,2,1,1.000000,1
0,positive,3,18,2,1,1.000000,1
0,positive,3,19,2,1,1.000000,1
0,positive,3,20,2,1,1.000000,1
0,positive,3,21,2,0,0.000000,0
0,positive,3,22,2,0,0.000000,0
0,positive,3,23,2,0,0.000000,0
0,positive,3,24,2,0,0.000000,0
0,positive,4,0,2,1,1.000000,1
0,positive,4,1,2,1,1.000000,1
0,positive,4,2,2,1,1.000000,1
0,positive,4,3,2,1,1.000000,1
0,positive,4,4,2,0,0.000000,0
0,positive,4,5,2,0,0.000000,0
0,positive,4,6,2,0,0.000000,0
0,positive,4,7,2,0,0.000000,0
0,positive,4,8,2,0,0.000000,0
0,positive,4,9,2,0,0.000000,0
0,positive,4,10,2,0,0.000000,0
0,positive,4,11,2,0,0.000000,0
0,positive,4,12,2,1,1.000000,1
0,positive,4,13,2,0,0.000000,0
0,positive,4,14,2,0,0.000000,0
0,positive,4,15,2,0,0.000000,0
0,positive,4,16,2,0,0.000000,0
0,positive,4,17,2,0,0.000000,0
0,positive,4,18,2,0,0.000000,0
0,positive,4,19,2,0,0.000000,0
0,positive,4,20,2,0,0.000000,0
0,positive,4,21,2,0,0.000000,0
0,positive,4,22,0,0,0.000000,0
0,positive,4,23,2,0,0.000000,0
0,positive,4,24,2,0,0.000000,0
0,positive,5,0,0,0,0.000000,0
0,positive,5,1,0,0,0.000000,0
0,positive,5,2,2,0,0.000000,0
0,positive,5,3,2,0,0.000000,0
0,positive,5,4,2,0,0.000000,0
0,positive,5,5,2,0,0.000000,0
0,positive,5,6,2,0,0.000000,0
0,positive,5,7,0,0,0.000000,0
0,positive,5,8,0,0,0.000000,0
0,positive,5,9,2,0,0.000000,0
0,positive,5,10,2,0,0.000000,0
0,positive,5,11,2,0,0.000000,0
0,positive,5,12,2,1,1.000000,1
0,positive,5,13,2,0,0.000000,0
0,positive,5,14,2,0,0.000000,0
0,positive,5,15,2,1,1.000000,1
0,positive,5,16,2,0,0.000000,0
0,positive,5,17,0,0,0.000000,0
0,positive,5,18,2,0,0.000000,0
0,positive,5,19,2,0,0.000000,0
0,positive,5,20,2,0,0.000000,0
0,positive,5,21,0,0,0.000000,0
0,positive,5,22,2,0,0.000000,0
0,positive,5,23,2,0,0.000000,0
0,positive,5,24,2,0,0.000000,0
0,positive,6,0,2,0,0.000000,0
0,positive,6,1,2,0,0.000000,0
0,positive,6,2,0,0,0.000000,0
0,positive,6,3,0,0,0.000000,0
0,positive,6,4,2,0,0.000000,0
0,positive,6,5,2,0,0.000000,0
0,positive,6,6,2,0,0.000000,0
0,positive,6,7,2,0,0.000000,0
0,positive,6,8,2,0,0.000000,0
0,positive,6,9,0,0,0.000000,0
0,positive,6,10,2,0,0.000000,0
0,positive,6,11,2,0,0.000000,0
0,positive,6,12,2,1,1.000000,1
0,positive,6,13,2,0,0.000000,0
0,positive,6,14,2,0,0.000000,0
0,positive,6,15,2,1,1.000000,1
0,positive,6,16,2,0,0.000000,0
0,positive,6,17,2,0,0.000000,0
0,positive,6,18,0,0,0.000000,0
0,positive,6,19,2,0,0.000000,0
0,positive,6,20,2,1,1.000000,1
0,positive,6,21,2,1,1.000000,1
0,positive,6,22,2,1,1.000000,1
0,positive,6,23,2,0,0.000000,0
0,positive,6,24,2,0,0.000000,0
0,positive,7,0,2,0,0.000000,0
0,positive,7,1,2,0,0.000000,0
0,positive,7,2,2,1,1.000000,1
0,positive,7,3,2,1,1.000000,1
0,positive,7,4,2,1,1.000000,1
0,positive,7,5,2,0,0.000000,0
0,positive,7,6,2,0,0.000000,0
0,positive,7,7,2,0,0.000000,0
0,positive,7,8,0,0,0.000000,0
0,positive,7,9,2,0,0.000000,0
0,positive,7,10,2,0,0.000000,0
0,positive,7,11,2,0,0.000000,0
0,positive,7,12,2,0,0.000000,0
0,positive,7,13,2,0,0.000000,0
0,positive,7,14,2,0,0.000000,0
0,positive,7,15,2,1,1.000000,1
0,positive,7,16,2,0,0.000000,0
0,positive,7,17,2,0,0.000000,0
0,positive,7,18,2,0,0.000000,0
0,positive,7,19,2,0,0.000000,0
0,positive,7,20,2,0,0.000000,0
0,positive,7,21,2,0,0.000000,0
0,positive,7,22,2,1,1.000000,1
0,positive,7,23,2,1,1.000000,1
0,positive,7,24,2,1,1.000000,1
0,positive,8,0,2,0,0.000000,0
0,positive,8,1,2,0,0.000000,0
0,positive,8,2,2,1,1.000000,1
0,positive,8,3,2,0,0.000000,0
0,positive,8,4,2,0,0.000000,0
0,positive,8,5,0,0,0.000000,0
0,positive,8,6,2,1,1.000000,1
0,positive,8,7,0,0,0.000000,0
0,positive,8,8,0,0,0.000000,0
0,positive,8,9,2,0,0.000000,0
0,positive,8,10,2,0,0.000000,0
0,positive,8,11,2,0,0.000000,0
0,positive,8,12,0,0,0.000000,0
0,positive,8,13,2,0,0.000000,0
0,positive,8,14,2,0,0.000000,0
0,positive,8,15,2,0,0.000000,0
0,positive,8,16,2,0,0.000000,0
0,positive,8,17,2,0,0.000000,0
0,positive,8,18,0,0,0.000000,0
0,positive,8,19,2,0,0.000000,0
0,positive,8,20,2,1,1.000000,1
0,positive,8,21,0,0,0.000000,0
0,positive,8,22,2,0,0.000000,0
0,positive,8,23,2,0,0.000000,0
0,positive,8,24,2,0,0.000000,0
0,positive,9,0,2,1,1.000000,1
0,positive,9,1,2,1,1.000000,1
0,positive,9,2,2,1,1.000000,1
0,positive,9,3,2,0,0.000000,0
0,positive,9,4,2,0,0.000000,0
0,positive,9,5,2,0,0.000000,0
0,positive,9,6,2,1,1.000000,1
0,positive,9,7,2,0,0.000000,0
0,positive,9,8,2,0,0.000000,0
0,positive,9,9,2,0,0.000000,0
0,positive,9,10,2,0,0.000000,0
0,positive,9,11,0,0,0.000000,0
0,positive,9,12,2,0,0.000000,0
0,positive,9,13,2,0,0.000000,0
0,positive,9,14,2,0,0.000000,0
0,positive,9,15,2,0,0.000000,0
0,positive,9,16,2,0,0.000000,0
0,positive,9,17,2,1,1.000000,1
0,positive,9,18,2,1,1.000000,1
0,positive,9,19,2,1,1.000000,1
0,positive,9,20,2,1,1.000000,1
0,positive,9,21,2,1,1.000000,1
0,positive,9,22,0,0,0.000000,0
0,positive,9,23,2,0,0.000000,0
0,positive,9,24,2,0,0.000000,0
0,positive,10,0,2,0,0.000000,0
0,positive,10,1,2,0,0.000000,0
0,positive,10,2,2,0,0.000000,0
0,positive,10,3,0,0,0.000000,0
0,positive,10,4,2,0,0.000000,0
0,positive,10,5,0,0,0.000000,0
0,positive,10,6,2,1,1.000000,1
0,positive,10,7,2,1,1.000000,1
0,positive,10,8,2,1,1.000000,1
0,positive,10,9,2,0,0.000000,0
0,positive,10,10,2,0,0.000000,0
0,positive,10,11,2,0,0.000000,0
0,positive,10,12,2,0,0.000000,0
0,positive,10,13,0,0,0.000000,0
0,positive,10,14,2,1,1.000000,1
0,positive,10,15,2,1,1.000000,1
0,positive,10,16,2,1,1.000000,1
0,positive,10,17,2,1,1.000000,1
0,positive,10,18,2,0,0.000000,0
0,positive,10,19,2,1,1.000000,1
0,positive,10,20,2,1,1.000000,1
0,positive,10,21,2,0,0.000000,0
0,positive,10,22,2,0,0.000000,0
0,positive,10,23,2,0,0.000000,0
0,positive,10,24,2,0,0.000000,0
0,positive,11,0,2,0,0.000000,0
0,positive,11,1,2,0,0.000000,0
0,positive,11,2,0,0,0.000000,0
0,positive,11,3,2,0,0.000000,0
0,positive,11,4,2,0,0.000000,0
0,positive,11,5,2,0,0.000000,0
0,positive,11,6,2,0,0.000000,0
0,positive,11,7,2,1,1.000000,1
0,positive,11,8,2,1,1.000000,1
0,positive,11,9,2,0,0.000000,0
0,positive,11,10,2,0,0.000000,0
0,positive,11,11,2,0,0.000000,0
